기간,연료단가,,,,,열량단가,,,,,연료비단가,,,,
,원자력,유연탄,무연탄,유류,LNG,원자력,유연탄,무연탄,유류,LNG,원자력,유연탄,무연탄,유류,LNG
,원/kWh,원/ton,원/ton,원/kl,원/ton,원/Gcal,원/Gcal,원/Gcal,원/Gcal,원/Gcal,원/kWh,원/kWh,원/kWh,원/kWh,원/kWh
2023/04,6.37,263099.07,186249.33,1231993.27,1317921.14,2562.9,49688.046,39706,134457.001,101298.847,6.37,110.72,100.533,316.834,178.37
2023/03,6.36,276933.349,193308.062,1239555.979,1677697.038,2560.866,51257.591,39896.5,135303.265,128754.613,6.36,114.135,101.015,318.381,227.617
2023/02,6.36,293231.499,198334.083,1282790,1979548.67,2560.79,54110.05,41857.5,140279.322,151816.526,6.36,120.412,105.981,331.06,266.344
2023/01,6.36,306051.518,209345.089,1468224.58,1918688.304,2559.286,56891.443,47125.5,160489.946,147230.182,6.36,126.43,119.319,379.015,258.667
2022/12,6.368,328455.927,209214.252,1477537.51,1976708.988,2566.794,61854.066,44311.5,161972.124,151718.183,6.368,137.572,112.194,381.051,266.79
2022/11,6.37,295558.65,201385.222,1452600.455,1998426.807,2567.882,56400.131,43587,159000.565,153802.183,6.37,125.277,110.359,373.958,270.375
2022/10,6.367,305296.466,168023.211,1520785.049,1975472.425,2566.785,57603.469,47613.5,165930.149,151874.832,6.367,127.965,120.554,390.623,267.254
2022/09,6.347,307536.388,168171.238,1526182.326,1845367.274,2558.447,58218.514,48918.5,166114.255,141699.087,6.35,129.39,123.86,390.49,249.247
2022/08,6.348,309946.771,159307.397,1688821.651,1577135.898,2559.045,58803.507,46464.5,183240.286,121313.68,6.348,130.541,117.645,428.339,213.847
2022/07,6.353,269392.277,165093.583,1530888.814,1158488.042,2560.834,50898.659,38383.5,166598.638,89278.974,6.353,113.221,97.185,389.626,156.9
2022/06,6.354,244471.725,98871.888,1499384.267,1037494.994,2561.215,45803.891,30131,163332.54,79989.596,6.354,101.858,76.29,382.371,139.868
2022/05,6.362,243068.033,139762.612,1326662.474,1143351.745,2564.424,45535.298,75340.5,143913.471,83337.853,6.362,101.382,190.757,336.503,145.868
2022/04,6.359,240393.471,139762.612,1238532.393,1483673.233,2563.271,44267.46,32548.5,134566.379,114224.002,6.359,98.375,82.411,316.265,200.965
2022/03,6.363,217448.998,122161.361,1208213.859,1356559.264,2564.815,40727.268,31204.5,131384.652,104505.855,6.363,90.678,79.008,309.27,184.143
2022/02,6.363,206669.66,177305.97,1172445.172,1503431.7,2564.583,39107.08,34434.5,127758.576,115453.935,6.363,87.042,87.186,301.093,203.318
2022/01,6.363,192560.198,177305.97,908119.866,1166741.093,2564.746,35748.054,33991,95673.584,89717.422,6.363,79.307,86.063,224.672,158.074
2021/12,6.36,180863.447,101734.99,870206.906,1077240.951,2563.755,32852.808,22345,92563.839,82799.586,6.36,73.121,56.576,217.037,145.782
2021/11,6.333,164731.262,138072.143,852642.69,999360.987,2552.267,29879.005,27861,90337.701,76855.943,6.333,66.519,70.542,211.781,135.047
2021/10,6.317,158420.539,171405.502,824188.726,801755.775,2546.116,28426.441,31385,86856.359,61682.492,6.317,63.395,79.465,203.648,108.146
2021/09,6.324,151745.007,186898.837,798729.954,766751.702,2548.925,27179.347,31649,84201.248,58944.85,6.324,60.602,80.133,197.384,103.493
2021/08,6.142,143255.458,166156.849,749970.246,723645.165,2475.469,25897.41,30124,79353.97,55166.24,6.143,57.834,76.272,185.265,96.672
2021/07,6.151,142061.996,154874.097,717336.387,652608.448,2478.854,25712.815,25435,76384.503,50202.23,6.151,57.67,64.4,178.415,87.946
2021/06,6.156,133351.441,133393.385,714998.43,623499.598,2480.806,24290.408,23534,76298.896,47954.141,6.156,54.475,59.587,178.3377,84.039
2021/05,6.164,130100.087,101763.511,715746.047,591484.338,2484.155,23676.138,20609,76320.985,45636.385,6.164,53.074,52.181,178.396,79.91
2021/04,6.153,119757.775,193476.79,684606.335,564460.472,2480.303,21844.327,23421,72836.851,43487.167,6.153,49.113,59.301,170.27,76.129
2021/03,6.138,119027.375,201077.504,630664.92,613832.75,2474.406,21406.227,24738,67331.392,47315.7,6.138,48.226,62.635,157.271,82.837
2021/02,6.108,111500.257,200901.566,600688.372,460145.547,2462.355,20153.341,26084,63908.02,43412.723,6.108,45.389,66.043,149.173,75.996
2021/01,6.105,109374.211,202023.749,395803.474,452553.757,2461.329,19740.156,26147,59316.231,40435.784,6.105,44.466,66.203,139.941,70.456
2020/12,6.094,111021.293,0,405866.669,435057.359,2456.757,19803.421,7556,60676.309,38049.643,6.094,44.656,19.131,139.686,65.848
2020/11,6.092,116137.293,14023.98,500686.754,316564.949,2455.796,20804.776,8984,73867.381,29389.767,6.092,46.927,22.747,154.801,50.672
2020/10,6.063,119033.061,192902.684,545878.865,313755.134,2440.768,21283.442,27606,79315.351,29089.645,6.063,48.061,69.897,168.583,50.217
2020/09,6.063,120180.409,200850.436,543068.107,335262.227,2440.768,21735.004,29449,77706.496,31997.848,6.063,49.073,74.563,169.894,55.204
2020/08,6.058,124734.702,193248.382,541008.55,399998.164,2439.535,22568.925,27251,76956.942,36856.396,6.058,50.91,68.998,174.426,63.831
2020/07,6.047,130062.581,201014.007,544259.525,458650.3,2435.729,23567.294,25320,76531.502,45220.395,6.047,53.156,64.109,180.881,78.576
2020/06,6.041,131106.37,193382.893,547909.18,468761.899,2432.966,23664.184,27394,77126.424,46309.581,6.041,53.393,69.36,182.422,80.523
2020/05,6.039,130235.122,186281.669,560593.584,540410.389,2432.966,23779.743,24778,79488.499,49126.836,6.039,53.653,62.736,188.297,84.95
2020/04,6.032,127982.767,193045.711,548511.8,530136.356,2431.66,23039.718,25625,80213.204,46708.18,6.032,51.987,64.881,187.295,80.905
2020/03,6.023,128902.441,207199.911,720508.095,557746.97,2428.082,23004.262,27397,79123.226,48602.907,6.023,51.902,69.368,186.063,84.223
2020/02,5.995,128268.053,185593.819,721991.8,555815.495,2417.775,23089.705,27818,80484.079,47479.793,5.995,52.091,70.433,186.716,82.313
2020/01,5.96,127616.944,193750.834,718248.922,566810.994,2404.684,22891.782,27361,79859.436,48859.629,5.96,51.623,69.276,187.277,84.68
2019/12,5.963,132254.074,193314.379,705061.19,568589.011,2403.512,24127.866,28679,68299.923,47967.202,5.963,54.462,72.613,186.805,82.846
2019/11,5.961,134393.639,193463.249,723257.466,527699.434,2408.144,24458.686,27453.772,69677.473,47714.888,5.961,55.674,70.395,184.728,82.461
2019/10,5.975,134110.146,186375.054,717530.776,685118.623,2408.934,24207.643,25308.536,69255.29,52597.559,5.975,55.06,64.964,189.846,91.154
2019/09,5.971,136154.068,199981.391,698321.9,595913.205,2407.374,25028.536,26315,67948.544,47783.701,5.971,56.449,66.628,183.902,82.572
2019/08,5.969,144466.838,209422.986,697300.17,648247.717,2406.798,26338.881,27895.106,67550.21,49635.465,5.969,59.853,71.512,183.396,85.911
2019/07,5.973,144784.095,201390.429,702041.913,592128.579,2408.29,26297.042,23442.327,67939.719,47992.806,5.973,59.259,59.355,183.28,83.809
2019/06,5.969,139040.107,184988.346,683600.977,575853.088,2406.703,25258.673,26909.526,65803.245,47934.34,5.969,56.967,68.133,178.218,83.732
2019/05,5.951,132810.781,192387.581,675925.431,568406.415,2399.715,23931.525,27372.023,64996.07,46783.73,5.951,53.926,69.304,176.681,81.68
2019/04,5.936,133148.391,216882.155,640590.832,924945.551,2393.522,24244.943,28259.498,61062.896,58696.018,5.936,54.637,71.131,168.177,103.834
2019/03,5.913,133535.176,207330.245,548107.92,831635.156,2384.364,24508.137,22815.515,60921.472,65706.698,5.913,55.193,57.428,161.329,116.254
2019/02,5.864,135547.457,201516.005,744117.738,847345.166,2364.797,24875.387,24614.344,73904.953,63530.663,5.864,56.072,61.956,192.753,112.318
2019/01,5.862,142680.496,175320.938,753947.546,790449.575,2364.066,26387.931,24067.047,74648.899,64448.829,5.862,59.492,60.578,194.603,113.936
2018/12,5.847,140694.296,185557.605,740967.73,827983.687,2358.06,25876.43,27495.52,73126.38,64527.96,5.85,58.48,69.21,191.81,114.05
2018/11,5.844,140103.67,178322.55,735055.293,773508.071,2356.91,25961.04,24404.78,72274.12,62058.44,5.844,58.125,63.367,188.669,107.953
2018/10,5.8428,138921.3905,188445.1388,724956.2971,748848.0691,2356.2762,25593.478,26126.1276,70384.0976,59419.453,5.8428,57.3267,67.7609,184.5094,103.3931
2018/09,5.84,133207.25,183501.03,680428.08,705924.58,2353.8,24428.19,23931.93,66412.83,57228.25,5.84,54.72,61.95,172.22,99.59
2018/08,5.84,133781.25,184009.49,621191.32,694954.2,2354.05,24541.66,24041.91,61131.7,53747.28,5.84,54.96,62.36,160.62,93.54
2018/07,5.83064771,133519.5893,179200.3262,618752.8109,693144.5301,2351.634142,24719.03254,25345.22085,60899.61249,52790.86208,5.83064771,55.34745165,65.5089353,160.3529184,91.93574925
2018/06,5.859746488,130454.7146,184055.108,619864.8715,686724.2468,2355.639885,24104.17139,25611.9368,60227.98156,52843.24049,5.859746488,53.96533843,66.17727511,158.8161287,91.92520696
2018/05,5.861773087,130849.4934,183989.8495,623139.5676,750117.2641,2356.482178,24162.07408,24648.44204,60639.39675,51097.4951,5.8617730866,54.09520806741,63.76071775657,159.16155426689,88.96661057836
2018/04,5.86341592,125732.0046,188748.9142,624198.0267,756749.9324,2357.11889,23252.86579,24908.28536,60637.41679,52760.09272,5.86341592,52.08339934,64.4536106,159.2988036,91.94016424
2018/03,5.853670573,126152.3878,193676.5437,611081.5835,704624.6335,2353.156153,23426.05833,24674.38349,59042.55043,59492.6969,5.853670573,52.43456307,63.86707666,155.9873566,103.5670809
2018/02,5.824214636,120948.3798,187927.0341,564152.8183,697592.9962,2341.239002,22389.76926,24665.6371,54756.24073,53806.69818,5.824214636,50.09773327,63.96301103,145.5297202,93.67438334
2018/01,5.82086519,122037.994,179267.2822,530244.1388,617797.3117,2339.576079,22522.69159,25239.80571,51255.53049,53941.41104,5.82086519,50.43366845,65.31283667,137.8834089,93.886203
2017/12,5.81,119179.58,173735.85,526056.49,625549.32,2334.92,22028.26,23023.01,50778.76,52288.92,5.81,49.32,59.42,136.76,91.34
2017/11,5.79,125875.67,179140.63,523792.75,612100.43,2326.81,21411.78,24656.3,50541.43,47989.9,5.79,47.95,63.48,135.99,83.84
2017/10,5.76,125313.7,174648.35,520931.53,619608.48,2316.16,20958.78,24848.13,50282.04,48097.25,5.76,46.94,64.11,135.41,84.08
2017/09,5.74,130668.04,174717.11,533757.18,606362.07,2307.77,21858.42,20649.78,51769.24,47356.01,5.74,48.94,53.38,138.41,82.81
2017/08,5.72,130624.74,174882.84,544730.17,594980.08,2299.33,21564.16,21773.85,52975.6,46404.06,5.72,48.29,56.13,141,81.15
2017/07,5.71,130300.79,177092.35,546434.17,644946.93,2294.11,21785.81,24609.97,53214.89,45601,5.71,48.74,66.31,141.55,78.73
2017/06,5.74,128618.11,175028.38,548941.16,611605.17,2305.39,21571.22,24803.75,53478.49,48661.34,5.74,48.32,66.54,142.31,84.17
2017/05,5.72,130157.47,172964.58,546939.43,664754.06,2296.95,21914.39,23871.75,53279.27,48119.94,5.72,49.03,64,141.81,83.28
2017/04,5.7011,133091.91859,173075.5556,563331.56321,689962.09013,2288.9562,22396.52225,21888.7802,55076.40122,45910.49432,5.7011,50.21946,59.18066,145.86666,79.24973
2017/03,5.67843,127554.20814,175212.14533,573328.25646,687013.11072,2279.90187,21047.09191,25407.5426,56011.43759,55705.28229,5.67843,47.16411,68.84021,147.87618,96.2424
2017/02,5.671,113747.972,181667.051,515623.298,651779.466,2277.024,19608.489,22103.186,51107.477,55461.08,5.671,43.994,59.445,137.355,95.786
2017/01,5.667,107948.414,166867.721,509261.244,585906.753,2275.396,18973.367,19958.821,48877.218,52391.59,5.667,42.55,53.87,132.023,89.532
2016/12,5.658,94926.193,160987.658,495351.39,565523.855,2271.688,16215.036,16371.911,47377.689,51188.076,5.658,36.492,44.457,128.933,90.116
2016/11,5.642,89881.05,153998.112,475498.135,555807.348,2265.259,15576.758,18369.614,45342.485,43298.112,5.642,35.03,49.861,124.203,76.563
2016/10,5.628,88306.447,155706.644,473728.327,551891.57,2259.335,15114.99,18372.6,45098.922,42177.968,5.628,33.985,50.001,123.656,74.838
2016/09,5.603,90552.656,159436.829,503560.122,528592.691,2249.288,15616.586,18978.697,47632.011,42206.892,5.603,35.124,51.722,131.864,74.948
2016/08,5.595,87469.402,153647.705,494192.021,513697.768,2245.943,15013.362,17776.379,46526.337,40586.428,5.595,33.762,48.002,129.369,72.168
2016/07,5.5825,87798.5232,156515.5463,459701.6118,500966.5128,2240.8463,14993.8419,17324.7235,42772.6866,39409.1808,5.5825,33.7301,47.0154,121.3556,70.2244
2016/06,5.54101599953233,87702.3939057869,156251.552069188,447410.398391163,535615.972399048,2223.83906861049,15013.6648273451,18321.801032814,41467.1664687285,38266.7257597461,5.54101599953233,33.767053449341,49.5852933944793,118.472563138303,68.2146284309414
2016/05,5.474,87268.97,155658.692,453353.089,648085.951,2188.809,15555.477,18202.346,42123.329,41483.552,5.474,34.987,49.291,119.779,73.92
2016/04,5.448,86449.767,158004.688,436393.494,670235.41,2180.084,15401.574,17976.269,40293.814,45023.12,5.448,34.679,48.448,115.635,80.246
2016/03,5.429,86731.148,157915.079,426253.427,692828.689,2171.18,15330.779,18729.375,38966.662,51745.985,5.429,34.418,50.527,113.623,92.094
2016/02,5.405,87439.07,159329.575,475604.731,699987.446,2162.983,15580.391,19819.478,44350.652,53022.267,5.405,35.059,53.523,125.161,94.398
2016/01,5.38,88569.714,149349.95,501581.059,680118.759,2153.79,15788.495,21077.931,47176.349,53311.284,5.38,35.505,56.895,131.245,94.886
2015/12,5.341,91484.581,155651.167,508400.839,736156.172,2141.69,16258.819,19135.884,47877.287,56809.322,5.341,36.68,51.735,132.82,101.248
2015/11,5.311,92473.07,155800.741,496243.669,735578.645,2130.331,16442.6,19704.466,46558.516,56273.5,5.311,37.21,53.354,130.231,100.207
2015/10,5.28206226172655,92118.2870928116,155735.017040108,593678.272185352,732025.876291296,2118.94128449659,16319.9308090753,20570.332339316,57295.2883239247,56619.6239718668,5.28206226172655,36.9140045759972,55.7960477763788,153.134240776072,100.90202169898
2015/09,5.21016669594078,91853.3986344649,161223.399564636,604292.294510726,697256.915719516,2090.53255525008,16306.911097281,19742.7053623824,58313.8566593196,54838.8036394743,5.21016669594078,36.8791653101149,53.4062132834256,155.6062505755,97.8040249852553
2015/08,5.18645553080646,87525.2905839473,168824.314142567,602879.891857881,671143.268907417,2080.86774897234,15527.8287145857,19675.0502003279,58194.6095117905,52151.7204162687,5.18645553080646,35.1148815838814,53.2305855773205,155.387707595903,93.0603223606419
2015/07,5.1602394069398,86218.0185177151,168159.006829168,605913.77335044,690088.485508074,2070.48918364194,15528.2198309826,20528.2487436792,58512.0689089956,50342.48105331,5.1602394069398,35.2359266704565,55.7305076439677,156.134216855119,89.8941560679293
2015/06,5.14002457326599,89810.7491022295,166185.104568009,578702.997788671,825946.246123192,2062.21611648567,16095.3425585326,19915.5340419151,55780.7139270188,50616.1686648924,5.14002457326599,36.4553893615015,53.8101544319531,150.001547591181,90.391021983791
2015/05,5.11085301210527,91080.7927413416,172542.242843779,615075.984915429,944098.151648241,2050.47102217675,16406.6672667483,19155.1278046356,58349.9895881558,56726.6780155058,5.11085301210527,37.1775611036321,51.6264769804011,159.507092760489,101.242734843183
2015/04,5.0846369488196,91999.8240673991,162117.046290201,624149.061000155,918683.536843314,2039.89417881572,16440.2422199078,19041.3835537908,59656.3244055857,60468.4675629893,5.0846369488196,37.1656207845752,51.5280733055453,161.361008482994,107.833490463371
2015/03,5.06923057208258,96245.0497769699,160095.913921635,677011.404680689,976448.17322387,2033.83316160877,17221.1505262645,19581.9174403731,65624.1352879809,68352.8240992251,5.06923057208258,38.9442731634237,52.8975029908893,174.032817095516,121.829884860736
2015/02,5.01,97760,165530,778378,1032286,2011,17503,19511,77725,72883,5.01,39.6,52.58,200.51,130.4
2015/01,5.01226719121368,98049.1833052549,162271.24942345,815310.279711186,1028839.21748842,2011.48218175657,17536.8714926658,19771.8496976908,79316.5418020685,82833.0723130447,5.01226719121368,39.6406834823358,53.4686321904157,204.215638712073,146.243898125579
2014/12,5.0076,98434.4814,156834.124,599343.1533,1022140.413,2009.74,17624.9806,20051.3967,80293.9499,80978.4622,5.0076,39.8433,54.3016,206.7115,145.8755
2014/11,4.98452328357298,98691.234892774,158903.999978222,837509.991154354,1012892.11744116,2000.24498180672,17690.8200813483,20629.2368656763,83043.203443931,76663.2377004977,4.98452328357298,39.9586226526478,55.5738346971497,215.344513863247,140.100488697033
2014/10,4.965491451,99878.63129,167068.5948,854968.6872,1041325.303,1992.471055,17831.69508,21055.23017,83305.67557,75737.60837,4.965491451,40.23248425,56.79010438,215.9976233,136.1261827
2014/09,4.944039576,99807.06509,169407.081,759437.9734,1063475.615,1983.74661,17880.90664,20945.15374,83516.68849,77753.38986,4.944039576,40.37694745,56.52941852,216.442157,140.5023842
2014/08,4.876941063,82086.33511,167522.0467,694510.9639,1033552.375,1956.80743,14798.54864,18463.21614,84706.23122,77288.85993,4.876941063,33.45999739,50.12787093,177.8975807,142.8693063
2014/07,4.850883455,83244.60966,162028.4249,690036.7697,1023245.87,1946.245046,15018.24451,19568.93447,83946.1427,78538.20648,4.850883455,33.95857827,52.82287484,199.046173,145.2879868
2014/06,4.78941234,85273.66991,162971.6456,759079.2161,1030981.568,1920.845839,15390.44782,20253.96206,83596.66993,77912.84132,4.78941234,34.83027062,54.95582855,215.7680852,144.1833819
2014/05,4.76570277,86890.67885,166611.9003,769655.5455,1096848.752,1911.44859,15650.62181,19233.7278,84631.99355,78742.59225,4.76570277,35.48706293,52.15593109,218.1102652,148.2768681
2014/04,4.751657016,89089.02969,157223.8121,778156.0906,1115205.098,1905.755481,15919.5671,20630.65311,85362.69776,79793.78781,4.751657016,36.00720815,55.69882177,220.0483592,150.2420871
2014/03,4.735432346,90693.18407,155010.4637,865160.0259,1006342.23,1899.356627,16151.13762,21667.8832,85023.21427,85336.35827,4.735432346,36.68401982,58.67246173,219.3698166,160.6549077
2014/02,4.713640683,90694.40648,166006.4277,858611.2511,982869.1729,1890.799872,16205.71495,22723.32062,84335.87999,80064.5093,4.713640683,36.8079835,61.54977939,217.8261742,150.7434005
2014/01,4.688823348,90165.70186,155264.0023,859871.9395,933362.3214,1880.835876,16154.61351,21790.64234,84177.31978,75132.26812,4.688823348,36.61028354,58.98217958,217.7486032,141.5908421
2013/12,4.670674415,89261.68385,160704.9644,867985.1654,933347.5305,1873.653811,16072.0235,23255.27322,85048.08047,75904.70894,4.670674415,36.44059153,62.61802807,219.9487701,143.0418191
2013/11,4.653034746,92134.03683,166002.2614,883501.1561,986972.8468,1866.690481,16484.31793,23304.25168,86626.42144,71475.89956,4.653034746,37.36614366,63.27140207,223.4722488,134.6857789
2013/10,4.621861626,97201.18375,162598.7085,890518.0341,992056.6939,1853.968205,17300.11344,22147.49444,87354.76881,74365.19521,4.621861626,39.21390261,59.86303107,225.0694693,140.142564
2013/09,4.588799414,99096.19498,166500.9279,893986.6367,979426.8728,1840.320112,17890.71591,21975.18944,87733.05826,75884.77933,4.588799414,40.54312689,59.48962421,226.0339447,142.9972317
2013/08,4.552119579,96442.07084,167293.9507,903429.0299,993329.5864,1825.59078,17475.26161,23582.38934,87965.3629,75677.88579,4.552119579,39.61303103,63.61033574,230.1714802,142.4507983
2013/07,4.515653452,94683.82691,162188.5059,888161.5521,969871.3514,1810.816447,17293.32733,25526.28167,87241.7091,76040.97546,4.515653452,39.22381207,68.93618585,229.1281956,142.5195587
